id,left_title,right_title,left_authors,right_authors,left_keywords,right_keywords
774,how self-perceived reputation affects fairness towards humans and artificial intelligence,"ai4people - on good ai governance: 14 priority actions, a s.m.a.r.t. model of governance, and a regulatory toolbox","russo pa,duradoni m,guazzini a","pagallo u,aurucci p,casanovas p,chatila r,chazerand p,dignum v,luetge c,madelin r,schafer b,valcke p","artificial intelligence,fairness,reputation,ultimatum game","ai4people - on good ai governance: 14 priority actions,artificial intelligence,burkhard schafer,christoph luetge,governance,paola aurucci,patrice chazerand,peggy valcke,pompeu casanovas,raja chatila,regulation,robert madelin,ssrn,ugo pagallo,virginia dignum,a s.m.a.r.t. model of governance,and a regulatory toolbox"
775,how self-perceived reputation affects fairness towards humans and artificial intelligence,improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings,"russo pa,duradoni m,guazzini a","pessach d,shmueli e","artificial intelligence,fairness,reputation,ultimatum game","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning"
776,how self-perceived reputation affects fairness towards humans and artificial intelligence,artificial intelligence evolution: on the virtue of killing in the artificial age,"russo pa,duradoni m,guazzini a",puaschunder jm,"artificial intelligence,fairness,reputation,ultimatum game","ai,ai-evolution,algorithms,cognitive robotics,emerging technologies,ethical issues,"
777,how self-perceived reputation affects fairness towards humans and artificial intelligence,"on the relationship between explanations, fairness perceptions, and decisions","russo pa,duradoni m,guazzini a","schoeffer j,de-arteaga m,kuehl n","artificial intelligence,fairness,reputation,ultimatum game","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance"
778,how self-perceived reputation affects fairness towards humans and artificial intelligence,linear versus nonlinear allocation rules in risk sharing under financial fairness,"russo pa,duradoni m,guazzini a",schumacher jm,"artificial intelligence,fairness,reputation,ultimatum game","borch theorem,risk sharing,allocation rules,financial fairness,syndicates"
779,how self-perceived reputation affects fairness towards humans and artificial intelligence,artificial intelligence in human resources management: challenges and a path forward,"russo pa,duradoni m,guazzini a","tambe p,cappelli p,yakubovich v","artificial intelligence,fairness,reputation,ultimatum game","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems"
780,how self-perceived reputation affects fairness towards humans and artificial intelligence,a framework for social fairness â€“ insights from two algorithmic decision â€“ making controversies in the netherlands,"russo pa,duradoni m,guazzini a","timan t,grommÃ© f","artificial intelligence,fairness,reputation,ultimatum game","ai,fairness,framework,francisca grommÃ©,ssrn,tjerk timan"
781,how self-perceived reputation affects fairness towards humans and artificial intelligence,artificial intelligence applications for older adults and people with disabilities: balancing safety and autonomy: proceedings of a workshopâ€”in brief,"russo pa,duradoni m,guazzini a","undefined,ta l,cm c","artificial intelligence,fairness,reputation,ultimatum game","europe pmc,europe pubmed central,orcids,rest apis,abstracts,bioinformatics,biological patents,biomedical journals,biomedical research,citation networks,citation search,clinical guidelines,full text,journal articles,life sciences,literature search,open access,research articles,text mining"
782,how self-perceived reputation affects fairness towards humans and artificial intelligence,ai ethics in industry: a research framework,"russo pa,duradoni m,guazzini a","ville v,kai-kristian k,pekka a","artificial intelligence,fairness,reputation,ultimatum game","ai development,ai ethics,accountability,artificial intelligence,research framework,responsibility,transparency"
783,how self-perceived reputation affects fairness towards humans and artificial intelligence,why fairness cannot be automated: bridging the gap between eu non-discrimination law and ai,"russo pa,duradoni m,guazzini a","wachter s,mittelstadt b,russell c","artificial intelligence,fairness,reputation,ultimatum game","algorithm,artificial intelligence,bias,demographic parity,discrimination,european union,fairness,law,machine learning,non-discrimination"
784,how self-perceived reputation affects fairness towards humans and artificial intelligence,user association and resource allocation in full-duplex relay aided noma systems,"russo pa,duradoni m,guazzini a","wang l,ai y,liu n,fei a","artificial intelligence,fairness,reputation,ultimatum game","full-duplex (fd) relaying,nonorthogonal multiple access (noma),resource allocation"
785,how self-perceived reputation affects fairness towards humans and artificial intelligence,artificial intelligence and the public sectorâ€”applications and challenges,"russo pa,duradoni m,guazzini a","wirtz bw,weyerer jc,geyer c","artificial intelligence,fairness,reputation,ultimatum game","ai applications,ai challenges,artificial intelligence,public sector"
786,how self-perceived reputation affects fairness towards humans and artificial intelligence,the rising tide of artificial intelligence and business automation: developing an ethical framework,"russo pa,duradoni m,guazzini a","wright sa,schultz ae","artificial intelligence,fairness,reputation,ultimatum game","artificial intelligence,automation,business ethics,social contracts theory,stakeholder theory,work displacement"
787,how self-perceived reputation affects fairness towards humans and artificial intelligence,achieving causal fairness through generative adversarial networks,"russo pa,duradoni m,guazzini a","xu d,wu y,yuan s,zhang l,wu x","artificial intelligence,fairness,reputation,ultimatum game","humans and ai: ethical issues in ai,machine learning: adversarial machine learning,machine learning: learning generative models"
788,how self-perceived reputation affects fairness towards humans and artificial intelligence,algorithmic fairness in computational medicine,"russo pa,duradoni m,guazzini a","xu j,xiao y,wang wh,ning y,shenkman ea,bian j,wang f","artificial intelligence,fairness,reputation,ultimatum game","algorithmic fairness,computational medicine"
789,how self-perceived reputation affects fairness towards humans and artificial intelligence,effective exposure amortizing for fair top-k recommendation,"russo pa,duradoni m,guazzini a","yang t,xu z,ai q","artificial intelligence,fairness,reputation,ultimatum game","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation"
790,how self-perceived reputation affects fairness towards humans and artificial intelligence,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology","russo pa,duradoni m,guazzini a","zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","artificial intelligence,fairness,reputation,ultimatum game","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation"
791,how self-perceived reputation affects fairness towards humans and artificial intelligence,flexible and adaptive fairness-aware learning in non-stationary data streams,"russo pa,duradoni m,guazzini a","zhang w,zhang m,zhang j,liu z,...","artificial intelligence,fairness,reputation,ultimatum game","ai fairness,flexible fairness,online classification"
792,how self-perceived reputation affects fairness towards humans and artificial intelligence,introduction to ai fairness,"russo pa,duradoni m,guazzini a","zhang y,bellamy r,liao qv,singh m","artificial intelligence,fairness,reputation,ultimatum game","algorithmic fairness,bias,decision support,discrimination-aware machine"
793,how self-perceived reputation affects fairness towards humans and artificial intelligence,"bias, fairness and accountability with artificial intelligence and machine learning algorithms","russo pa,duradoni m,guazzini a","zhou n,zhang z,nair vn,singhal h,chen j","artificial intelligence,fairness,reputation,ultimatum game","ai,ml,algorithm,bias,fairness"
794,how self-perceived reputation affects fairness towards humans and artificial intelligence,applying differential privacy mechanism in artificial intelligence,"russo pa,duradoni m,guazzini a","zhu t,yu ps","artificial intelligence,fairness,reputation,ultimatum game","artificial intelligence,differential privacy,federated learning,multi-agent system,reinforcement learning"
795,"on the relationship between explanations, fairness perceptions, and decisions",transparency and explainability of ai systems: ethical guidelines in practice,"schoeffer j,de-arteaga m,kuehl n","balasubramaniam n,kauppinen m,hiekkanen k,kujala s","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","ai systems,ethical guidelines,explainability,quality requirements,transparency"
796,"on the relationship between explanations, fairness perceptions, and decisions","artificial intelligence, intersectionality, and the future of public health","schoeffer j,de-arteaga m,kuehl n","bauer gr,lizotte dj","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","ajph,apha,american,association,health,journal,public,ethics,infrastructure,policy,practice"
797,"on the relationship between explanations, fairness perceptions, and decisions",using edge cases to disentangle fairness and solidarity in ai ethics,"schoeffer j,de-arteaga m,kuehl n",brusseau j,"author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","artificial intelligence,ethics,fairness,philosophy,solidarity"
798,"on the relationship between explanations, fairness perceptions, and decisions",fairness & friends in the data science era,"schoeffer j,de-arteaga m,kuehl n","catania b,guerrini g,accinelli c","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","data-informed automated decision system,diversity,fairness,nondiscrimination,processing pipeline"
799,"on the relationship between explanations, fairness perceptions, and decisions",a sociotechnical view of algorithmic fairness,"schoeffer j,de-arteaga m,kuehl n","dolata m,feuerriegel s,schwabe g","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","algorithmic fairness,literature review,problematization,research agenda,sociotechnical perspective,state of the art"
800,"on the relationship between explanations, fairness perceptions, and decisions",ai-enabled radio resource allocation in 5g for urllc and embb users,"schoeffer j,de-arteaga m,kuehl n","elsayed m,erol-kantarci m","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","5g mobile communication,delays,quality of service,reliability,resource management,throughput"
801,"on the relationship between explanations, fairness perceptions, and decisions","addressing fairness, bias, and appropriate use of artificial intelligence and machine learning in global health","schoeffer j,de-arteaga m,kuehl n","fletcher rr,nakeshimana a,...","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","appropriate use,artificial intelligence,bias,ethics,fairness,global health,machine learning,medicine"
802,"on the relationship between explanations, fairness perceptions, and decisions",rawls's original position and algorithmic fairness,"schoeffer j,de-arteaga m,kuehl n",franke u,"author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","algorithmic fairness,original position,veil of ignorance,veil of uncertainty"
803,"on the relationship between explanations, fairness perceptions, and decisions",beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms,"schoeffer j,de-arteaga m,kuehl n","giovanola b,tiribelli s","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect"
804,"on the relationship between explanations, fairness perceptions, and decisions",speciesist bias in ai: how ai applications perpetuate discrimination and unfair outcomes against animals,"schoeffer j,de-arteaga m,kuehl n","hagendorff t,bossert ln,yip textperiodcentered,tse f,singer textperiodcenteredp","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","artificial intelligence,ethics,fairness,machine learning,speciesism,speciesist bias"
805,"on the relationship between explanations, fairness perceptions, and decisions",who is the fairest of them all? public attitudes and expectations regarding automated decision-making,"schoeffer j,de-arteaga m,kuehl n","helberger n,araujo t,de vreese ch","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","algorithmic fairness,automated-decision making,public perceptions"
806,"on the relationship between explanations, fairness perceptions, and decisions",principal fairness for human and algorithmic decision-making,"schoeffer j,de-arteaga m,kuehl n","imai k,jiang z","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","algorithmic fairness,causal inference,potential outcomes,principal stratification"
807,"on the relationship between explanations, fairness perceptions, and decisions","introduction to the special issue on ai fairness, trust, and ethics","schoeffer j,de-arteaga m,kuehl n","jr lp,bansal g,melville n,...","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","ai bias,ai fairness,ai trust,artificial intelligence"
808,"on the relationship between explanations, fairness perceptions, and decisions",exploring bias and fairness in artificial intelligence and machine learning algorithms,"schoeffer j,de-arteaga m,kuehl n","khakurel ub,abdelmoumin g,bajracharya a,rawat db","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","artificial intelligence,detection and tracking algorithms,machine learning,performance modeling,systems modeling"
809,"on the relationship between explanations, fairness perceptions, and decisions",ai & intellectual property: towards an articulated public domain,"schoeffer j,de-arteaga m,kuehl n",kop m,"author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","founder of musicajuridica and strategic in- tellectual property lawyer at alrecht in amsterdam,james grimmelmann (cornell law school),joao pedro quintais (ivir) and suzan slijpen (slijpen legal),for their valuable contributions,insight and comments"
810,"on the relationship between explanations, fairness perceptions, and decisions",a survey on datasets for fairness-aware machine learning,"schoeffer j,de-arteaga m,kuehl n","le quy t,roy a,iosifidis v,zhang w,ntoutsi e","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","aware machine learning,benchmark datasets,bias,datasets for fairness,discrimination,fairness"
811,"on the relationship between explanations, fairness perceptions, and decisions",revealing factors influencing students' perceived fairness: a case with a predictive system for math learning,"schoeffer j,de-arteaga m,kuehl n","li c,xing w","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","fair ai,human-centered computing,math learning,perceived fairness"
812,"on the relationship between explanations, fairness perceptions, and decisions",fmea-ai: ai fairness impact assessment using failure mode and effects analysis,"schoeffer j,de-arteaga m,kuehl n","li j,chignell textperiodcenteredm","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","artificial intelligence,ethics,human rights impact assessments,proportional satisfaction of claims,risk analysis"
813,"on the relationship between explanations, fairness perceptions, and decisions",trustworthy ai: from principles to practices,"schoeffer j,de-arteaga m,kuehl n","libo,qipeng,liubo,dishuai,liujingen,peijiquan,yijinfeng,zhoubowen","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","trustworthy ai,accountability,explainability,fairness,generalization,privacy protection,reproducibility,robustness,transparency"
814,"on the relationship between explanations, fairness perceptions, and decisions","assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support","schoeffer j,de-arteaga m,kuehl n","madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","ai,fairness,machine learning,software development practices"
815,"on the relationship between explanations, fairness perceptions, and decisions","ai4people - on good ai governance: 14 priority actions, a s.m.a.r.t. model of governance, and a regulatory toolbox","schoeffer j,de-arteaga m,kuehl n","pagallo u,aurucci p,casanovas p,chatila r,chazerand p,dignum v,luetge c,madelin r,schafer b,valcke p","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","ai4people - on good ai governance: 14 priority actions,artificial intelligence,burkhard schafer,christoph luetge,governance,paola aurucci,patrice chazerand,peggy valcke,pompeu casanovas,raja chatila,regulation,robert madelin,ssrn,ugo pagallo,virginia dignum,a s.m.a.r.t. model of governance,and a regulatory toolbox"
816,"on the relationship between explanations, fairness perceptions, and decisions",improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings,"schoeffer j,de-arteaga m,kuehl n","pessach d,shmueli e","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning"
817,"on the relationship between explanations, fairness perceptions, and decisions",linear versus nonlinear allocation rules in risk sharing under financial fairness,"schoeffer j,de-arteaga m,kuehl n",schumacher jm,"author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","borch theorem,risk sharing,allocation rules,financial fairness,syndicates"
818,"on the relationship between explanations, fairness perceptions, and decisions",artificial intelligence in human resources management: challenges and a path forward,"schoeffer j,de-arteaga m,kuehl n","tambe p,cappelli p,yakubovich v","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems"
819,"on the relationship between explanations, fairness perceptions, and decisions",a framework for social fairness â€“ insights from two algorithmic decision â€“ making controversies in the netherlands,"schoeffer j,de-arteaga m,kuehl n","timan t,grommÃ© f","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","ai,fairness,framework,francisca grommÃ©,ssrn,tjerk timan"
820,"on the relationship between explanations, fairness perceptions, and decisions",artificial intelligence applications for older adults and people with disabilities: balancing safety and autonomy: proceedings of a workshopâ€”in brief,"schoeffer j,de-arteaga m,kuehl n","undefined,ta l,cm c","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","europe pmc,europe pubmed central,orcids,rest apis,abstracts,bioinformatics,biological patents,biomedical journals,biomedical research,citation networks,citation search,clinical guidelines,full text,journal articles,life sciences,literature search,open access,research articles,text mining"
821,"on the relationship between explanations, fairness perceptions, and decisions",ai ethics in industry: a research framework,"schoeffer j,de-arteaga m,kuehl n","ville v,kai-kristian k,pekka a","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","ai development,ai ethics,accountability,artificial intelligence,research framework,responsibility,transparency"
822,"on the relationship between explanations, fairness perceptions, and decisions",why fairness cannot be automated: bridging the gap between eu non-discrimination law and ai,"schoeffer j,de-arteaga m,kuehl n","wachter s,mittelstadt b,russell c","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","algorithm,artificial intelligence,bias,demographic parity,discrimination,european union,fairness,law,machine learning,non-discrimination"
823,"on the relationship between explanations, fairness perceptions, and decisions",user association and resource allocation in full-duplex relay aided noma systems,"schoeffer j,de-arteaga m,kuehl n","wang l,ai y,liu n,fei a","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","full-duplex (fd) relaying,nonorthogonal multiple access (noma),resource allocation"
824,"on the relationship between explanations, fairness perceptions, and decisions",artificial intelligence and the public sectorâ€”applications and challenges,"schoeffer j,de-arteaga m,kuehl n","wirtz bw,weyerer jc,geyer c","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","ai applications,ai challenges,artificial intelligence,public sector"
825,"on the relationship between explanations, fairness perceptions, and decisions",the rising tide of artificial intelligence and business automation: developing an ethical framework,"schoeffer j,de-arteaga m,kuehl n","wright sa,schultz ae","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","artificial intelligence,automation,business ethics,social contracts theory,stakeholder theory,work displacement"
826,"on the relationship between explanations, fairness perceptions, and decisions",achieving causal fairness through generative adversarial networks,"schoeffer j,de-arteaga m,kuehl n","xu d,wu y,yuan s,zhang l,wu x","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","humans and ai: ethical issues in ai,machine learning: adversarial machine learning,machine learning: learning generative models"
827,"on the relationship between explanations, fairness perceptions, and decisions",algorithmic fairness in computational medicine,"schoeffer j,de-arteaga m,kuehl n","xu j,xiao y,wang wh,ning y,shenkman ea,bian j,wang f","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","algorithmic fairness,computational medicine"
828,"on the relationship between explanations, fairness perceptions, and decisions",effective exposure amortizing for fair top-k recommendation,"schoeffer j,de-arteaga m,kuehl n","yang t,xu z,ai q","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation"
829,"on the relationship between explanations, fairness perceptions, and decisions","""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology","schoeffer j,de-arteaga m,kuehl n","zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation"
830,"on the relationship between explanations, fairness perceptions, and decisions",flexible and adaptive fairness-aware learning in non-stationary data streams,"schoeffer j,de-arteaga m,kuehl n","zhang w,zhang m,zhang j,liu z,...","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","ai fairness,flexible fairness,online classification"
831,"on the relationship between explanations, fairness perceptions, and decisions",introduction to ai fairness,"schoeffer j,de-arteaga m,kuehl n","zhang y,bellamy r,liao qv,singh m","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","algorithmic fairness,bias,decision support,discrimination-aware machine"
832,"on the relationship between explanations, fairness perceptions, and decisions","bias, fairness and accountability with artificial intelligence and machine learning algorithms","schoeffer j,de-arteaga m,kuehl n","zhou n,zhang z,nair vn,singhal h,chen j","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","ai,ml,algorithm,bias,fairness"
833,"on the relationship between explanations, fairness perceptions, and decisions",applying differential privacy mechanism in artificial intelligence,"schoeffer j,de-arteaga m,kuehl n","zhu t,yu ps","author keywords algorithmic decision-making,explanations,fairness,human-ai complementarity,perceptions,reliance","artificial intelligence,differential privacy,federated learning,multi-agent system,reinforcement learning"
834,linear versus nonlinear allocation rules in risk sharing under financial fairness,transparency and explainability of ai systems: ethical guidelines in practice,schumacher jm,"balasubramaniam n,kauppinen m,hiekkanen k,kujala s","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","ai systems,ethical guidelines,explainability,quality requirements,transparency"
835,linear versus nonlinear allocation rules in risk sharing under financial fairness,"artificial intelligence, intersectionality, and the future of public health",schumacher jm,"bauer gr,lizotte dj","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","ajph,apha,american,association,health,journal,public,ethics,infrastructure,policy,practice"
836,linear versus nonlinear allocation rules in risk sharing under financial fairness,fairness & friends in the data science era,schumacher jm,"catania b,guerrini g,accinelli c","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","data-informed automated decision system,diversity,fairness,nondiscrimination,processing pipeline"
837,linear versus nonlinear allocation rules in risk sharing under financial fairness,a sociotechnical view of algorithmic fairness,schumacher jm,"dolata m,feuerriegel s,schwabe g","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","algorithmic fairness,literature review,problematization,research agenda,sociotechnical perspective,state of the art"
838,linear versus nonlinear allocation rules in risk sharing under financial fairness,ai-enabled radio resource allocation in 5g for urllc and embb users,schumacher jm,"elsayed m,erol-kantarci m","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","5g mobile communication,delays,quality of service,reliability,resource management,throughput"
839,linear versus nonlinear allocation rules in risk sharing under financial fairness,"addressing fairness, bias, and appropriate use of artificial intelligence and machine learning in global health",schumacher jm,"fletcher rr,nakeshimana a,...","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","appropriate use,artificial intelligence,bias,ethics,fairness,global health,machine learning,medicine"
840,linear versus nonlinear allocation rules in risk sharing under financial fairness,beyond bias and discrimination: redefining the ai ethics principle of fairness in healthcare machine-learning algorithms,schumacher jm,"giovanola b,tiribelli s","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","bias,discrimination,ethics of algorithms,fairness,healthcare machine-learning algorithms,respect"
841,linear versus nonlinear allocation rules in risk sharing under financial fairness,who is the fairest of them all? public attitudes and expectations regarding automated decision-making,schumacher jm,"helberger n,araujo t,de vreese ch","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","algorithmic fairness,automated-decision making,public perceptions"
842,linear versus nonlinear allocation rules in risk sharing under financial fairness,principal fairness for human and algorithmic decision-making,schumacher jm,"imai k,jiang z","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","algorithmic fairness,causal inference,potential outcomes,principal stratification"
843,linear versus nonlinear allocation rules in risk sharing under financial fairness,"introduction to the special issue on ai fairness, trust, and ethics",schumacher jm,"jr lp,bansal g,melville n,...","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","ai bias,ai fairness,ai trust,artificial intelligence"
844,linear versus nonlinear allocation rules in risk sharing under financial fairness,exploring bias and fairness in artificial intelligence and machine learning algorithms,schumacher jm,"khakurel ub,abdelmoumin g,bajracharya a,rawat db","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","artificial intelligence,detection and tracking algorithms,machine learning,performance modeling,systems modeling"
845,linear versus nonlinear allocation rules in risk sharing under financial fairness,ai & intellectual property: towards an articulated public domain,schumacher jm,kop m,"borch theorem,risk sharing,allocation rules,financial fairness,syndicates","founder of musicajuridica and strategic in- tellectual property lawyer at alrecht in amsterdam,james grimmelmann (cornell law school),joao pedro quintais (ivir) and suzan slijpen (slijpen legal),for their valuable contributions,insight and comments"
846,linear versus nonlinear allocation rules in risk sharing under financial fairness,a survey on datasets for fairness-aware machine learning,schumacher jm,"le quy t,roy a,iosifidis v,zhang w,ntoutsi e","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","aware machine learning,benchmark datasets,bias,datasets for fairness,discrimination,fairness"
847,linear versus nonlinear allocation rules in risk sharing under financial fairness,revealing factors influencing students' perceived fairness: a case with a predictive system for math learning,schumacher jm,"li c,xing w","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","fair ai,human-centered computing,math learning,perceived fairness"
848,linear versus nonlinear allocation rules in risk sharing under financial fairness,fmea-ai: ai fairness impact assessment using failure mode and effects analysis,schumacher jm,"li j,chignell textperiodcenteredm","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","artificial intelligence,ethics,human rights impact assessments,proportional satisfaction of claims,risk analysis"
849,linear versus nonlinear allocation rules in risk sharing under financial fairness,trustworthy ai: from principles to practices,schumacher jm,"libo,qipeng,liubo,dishuai,liujingen,peijiquan,yijinfeng,zhoubowen","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","trustworthy ai,accountability,explainability,fairness,generalization,privacy protection,reproducibility,robustness,transparency"
850,linear versus nonlinear allocation rules in risk sharing under financial fairness,"assessing the fairness of ai systems: ai practitioners' processes, challenges, and needs for support",schumacher jm,"madaio m,egede l,subramonyam h,wortman vaughan j,wallach h","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","ai,fairness,machine learning,software development practices"
851,linear versus nonlinear allocation rules in risk sharing under financial fairness,"ai4people - on good ai governance: 14 priority actions, a s.m.a.r.t. model of governance, and a regulatory toolbox",schumacher jm,"pagallo u,aurucci p,casanovas p,chatila r,chazerand p,dignum v,luetge c,madelin r,schafer b,valcke p","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","ai4people - on good ai governance: 14 priority actions,artificial intelligence,burkhard schafer,christoph luetge,governance,paola aurucci,patrice chazerand,peggy valcke,pompeu casanovas,raja chatila,regulation,robert madelin,ssrn,ugo pagallo,virginia dignum,a s.m.a.r.t. model of governance,and a regulatory toolbox"
852,linear versus nonlinear allocation rules in risk sharing under financial fairness,improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings,schumacher jm,"pessach d,shmueli e","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning"
853,linear versus nonlinear allocation rules in risk sharing under financial fairness,artificial intelligence in human resources management: challenges and a path forward,schumacher jm,"tambe p,cappelli p,yakubovich v","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems"
854,linear versus nonlinear allocation rules in risk sharing under financial fairness,ai ethics in industry: a research framework,schumacher jm,"ville v,kai-kristian k,pekka a","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","ai development,ai ethics,accountability,artificial intelligence,research framework,responsibility,transparency"
855,linear versus nonlinear allocation rules in risk sharing under financial fairness,why fairness cannot be automated: bridging the gap between eu non-discrimination law and ai,schumacher jm,"wachter s,mittelstadt b,russell c","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","algorithm,artificial intelligence,bias,demographic parity,discrimination,european union,fairness,law,machine learning,non-discrimination"
856,linear versus nonlinear allocation rules in risk sharing under financial fairness,user association and resource allocation in full-duplex relay aided noma systems,schumacher jm,"wang l,ai y,liu n,fei a","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","full-duplex (fd) relaying,nonorthogonal multiple access (noma),resource allocation"
857,linear versus nonlinear allocation rules in risk sharing under financial fairness,artificial intelligence and the public sectorâ€”applications and challenges,schumacher jm,"wirtz bw,weyerer jc,geyer c","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","ai applications,ai challenges,artificial intelligence,public sector"
858,linear versus nonlinear allocation rules in risk sharing under financial fairness,the rising tide of artificial intelligence and business automation: developing an ethical framework,schumacher jm,"wright sa,schultz ae","borch theorem,risk sharing,allocation rules,financial fairness,syndicates","artificial intelligence,automation,business ethics,social contracts theory,stakeholder theory,work displacement"
